longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,Actual House Prize,Predicted House Prize,Error,Deviation
-117.2,32.85,26.0,2298.0,549.0,980.0,555.0,2.4207,4,213500.0,196612.22777059843,16887.77222940157,16887.77222940157
-122.33,37.58,28.0,2784.0,736.0,1534.0,685.0,3.38,4,285400.0,258935.2959640658,26464.704035934206,26464.704035934206
-117.92,34.08,36.0,1479.0,251.0,741.0,245.0,4.2986,0,189600.0,216139.7176968553,26539.71769685531,-26539.71769685531
-118.06,34.03,36.0,21.0,7.0,21.0,9.0,2.375,0,175000.0,145132.72325591784,29867.276744082163,29867.276744082163
-117.24,33.0,16.0,2512.0,356.0,795.0,353.0,7.5975,4,369100.0,353631.6509242854,15468.349075714592,15468.349075714592
-122.04,39.72,23.0,2502.0,481.0,1443.0,455.0,2.5625,1,70000.0,69246.61014130464,753.3898586953583,753.3898586953583
-119.28,36.32,29.0,2274.0,514.0,1234.0,521.0,1.9138,1,66900.0,100650.18999237889,33750.18999237889,-33750.18999237889
-118.25,34.05,8.0,3105.0,1256.0,1086.0,997.0,0.8131,0,275000.0,234942.0354425716,40057.96455742841,40057.96455742841
-117.11,32.82,16.0,4241.0,892.0,1771.0,864.0,4.375,4,166500.0,274222.5705158509,107722.57051585091,-107722.57051585091
-117.88,34.11,30.0,3082.0,602.0,2008.0,619.0,4.1411,0,182700.0,197216.61833916203,14516.618339162029,-14516.618339162029
-121.22,37.79,38.0,2152.0,451.0,1320.0,457.0,2.5025,1,101900.0,136432.5434485873,34532.5434485873,-34532.5434485873
-117.23,33.16,2.0,4624.0,946.0,2091.0,808.0,3.6736,4,214500.0,202163.40025253172,12336.59974746828,12336.59974746828
-121.87,37.42,25.0,4430.0,729.0,2685.0,721.0,5.6965,0,261100.0,258035.26346685865,3064.7365331413457,3064.7365331413457
-121.89,37.39,2.0,1136.0,365.0,535.0,257.0,4.375,0,425000.0,242797.70501783336,182202.29498216664,182202.29498216664
-120.99,37.64,41.0,1580.0,385.0,881.0,361.0,2.7538,1,99600.0,159424.08883687132,59824.08883687132,-59824.08883687132
-118.4,33.88,36.0,3022.0,482.0,1278.0,494.0,7.2651,0,500001.0,373730.8374464196,126270.16255358042,126270.16255358042
-117.2,34.48,7.0,4998.0,953.0,2764.0,891.0,3.205,1,101900.0,100508.97647936632,1391.0235206336802,1391.0235206336802
-118.4,34.16,45.0,1176.0,250.0,471.0,228.0,2.3333,0,364700.0,178825.2324251277,185874.7675748723,185874.7675748723
-118.54,34.17,25.0,3352.0,891.0,1815.0,860.0,2.8528,0,425000.0,235081.74470397708,189918.25529602292,189918.25529602292
-121.43,37.73,40.0,1718.0,391.0,1312.0,388.0,2.9955,1,134700.0,161366.24805906243,26666.248059062433,-26666.248059062433
-119.2,34.15,27.0,2076.0,681.0,1904.0,647.0,1.4773,4,160800.0,170445.35967779445,9645.359677794448,-9645.359677794448
-118.3,33.72,28.0,2647.0,658.0,1459.0,595.0,3.4474,4,253400.0,240821.95137096342,12578.04862903658,12578.04862903658
-118.29,33.93,43.0,2021.0,379.0,1051.0,352.0,3.3836,0,129900.0,213066.81865239606,83166.81865239606,-83166.81865239606
-121.29,37.8,6.0,110.0,26.0,69.0,24.0,3.7292,1,475000.0,145046.29427852514,329953.70572147483,329953.70572147483
-118.46,33.97,19.0,1658.0,427.0,648.0,378.0,3.8698,0,500001.0,247373.84787073376,252627.15212926624,252627.15212926624
-117.88,33.77,31.0,2549.0,355.0,1044.0,362.0,6.9737,0,288800.0,327140.6026937008,38340.602693700814,-38340.602693700814
-121.96,36.98,16.0,4907.0,1117.0,2265.0,1048.0,2.6757,4,229200.0,248237.37234452576,19037.372344525764,-19037.372344525764
-118.63,34.24,9.0,4759.0,924.0,1884.0,915.0,4.8333,0,277200.0,286429.60131674085,9229.601316740853,-9229.601316740853
-122.42,37.78,17.0,1257.0,339.0,1093.0,384.0,1.8438,3,72500.0,136361.8109602031,63861.81096020309,-63861.81096020309
-120.25,37.23,34.0,1656.0,328.0,1110.0,332.0,2.1845,1,59900.0,90120.2730834266,30220.273083426597,-30220.273083426597
-121.77,39.66,20.0,3759.0,463.52670042282193,1705.0,600.0,4.712,1,158600.0,124145.42259377992,34454.57740622008,34454.57740622008
-118.46,34.18,27.0,2582.0,719.0,2038.0,718.0,3.0877,0,174200.0,203358.80739931282,29158.80739931282,-29158.80739931282
-117.96,33.9,9.0,1899.0,284.0,1070.0,293.0,7.2532,0,381500.0,302576.630652098,78923.36934790201,78923.36934790201
-118.07,33.97,36.0,1887.0,370.0,1006.0,329.0,3.1554,0,170700.0,185917.26670026328,15217.26670026328,-15217.26670026328
-122.17,37.77,31.0,2424.0,533.0,1360.0,452.0,1.871,3,90700.0,149008.8882917727,58308.88829177269,-58308.88829177269
-123.96,40.57,31.0,1854.0,365.0,883.0,310.0,2.3167,0,92600.0,120933.93147758847,28333.93147758847,-28333.93147758847
-122.02,37.28,25.0,3437.0,428.0,1198.0,411.0,9.3464,0,500001.0,439367.1843122614,60633.81568773859,60633.81568773859
-118.14,34.68,31.0,2666.0,662.0,1337.0,602.0,2.4432,1,101100.0,164368.73814633308,63268.73814633308,-63268.73814633308
-118.12,34.06,23.0,1190.0,347.0,965.0,327.0,2.2261,0,211800.0,139391.71686168422,72408.28313831578,72408.28313831578
-117.03,32.77,19.0,4819.0,1492.0,2572.0,1336.0,2.3393,0,118200.0,275853.63651200593,157653.63651200593,-157653.63651200593
-117.96,33.76,24.0,1328.0,290.0,1012.0,306.0,4.2813,0,189500.0,215858.62348264531,26358.623482645315,-26358.623482645315
-117.8,34.1,13.0,2996.0,495.0,1187.0,464.0,6.2456,1,161700.0,276472.60431511013,114772.60431511013,-114772.60431511013
-119.16,34.2,35.0,2183.0,636.0,3504.0,623.0,1.9704,4,160300.0,101084.61213736386,59215.38786263614,59215.38786263614
-118.23,33.92,24.0,1555.0,406.0,1665.0,361.0,1.6437,0,98800.0,97069.23067902155,1730.7693209784484,1730.7693209784484
-119.73,36.56,32.0,1513.0,272.0,1038.0,272.0,3.0469,1,82700.0,121583.83532353841,38883.83532353841,-38883.83532353841
-122.31,40.45,10.0,1187.0,236.0,728.0,248.0,2.0469,1,66800.0,14637.881345225032,52162.11865477497,52162.11865477497
-123.18,39.23,18.0,243.0,55.0,115.0,54.0,2.125,0,175000.0,114635.89081275514,60364.10918724486,60364.10918724486
-120.08,34.64,18.0,2375.0,429.0,1048.0,369.0,4.2222,4,375000.0,268146.17883479723,106853.82116520277,106853.82116520277
-122.06,36.96,52.0,65.0,17.0,24.0,10.0,4.5,4,258300.0,294905.10736358614,36605.10736358614,-36605.10736358614
-123.74,40.66,25.0,2395.0,431.0,983.0,375.0,3.0469,0,136000.0,134420.12905700863,1579.8709429913724,1579.8709429913724
-122.69,38.44,31.0,1808.0,315.0,691.0,280.0,3.8583,0,193200.0,220507.08206109272,27307.08206109272,-27307.08206109272
-123.11,40.6,23.0,708.0,202.0,316.0,136.0,1.1602,1,65000.0,33296.752384040214,31703.247615959786,31703.247615959786
-117.63,34.09,19.0,3490.0,816.0,2818.0,688.0,2.8977,1,126200.0,114690.53245946273,11509.467540537269,11509.467540537269
-122.14,37.67,34.0,3036.0,533.0,1366.0,500.0,4.2386,3,192300.0,248005.74853449906,55705.74853449906,-55705.74853449906
-121.62,36.74,30.0,1337.0,253.0,838.0,247.0,5.0374,0,165400.0,280272.30441424326,114872.30441424326,-114872.30441424326
-118.17,34.04,43.0,908.0,232.0,1005.0,224.0,1.75,0,134000.0,120381.5968483487,13618.403151651306,13618.403151651306
-117.66,34.05,6.0,5129.0,1119.0,2533.0,949.0,3.625,1,113600.0,194581.4801994222,80981.48019942219,-80981.48019942219
-118.28,33.74,40.0,1751.0,512.0,1939.0,503.0,1.5394,4,200000.0,130673.93919879328,69326.06080120672,69326.06080120672
-118.1,34.18,47.0,2168.0,352.0,902.0,361.0,5.894,1,300900.0,304689.9493090157,3789.949309015705,-3789.949309015705
-120.93,39.96,15.0,1666.0,351.0,816.0,316.0,2.9559,1,118800.0,32994.086199435726,85805.91380056427,85805.91380056427
-120.3,38.04,6.0,1281.0,245.0,422.0,160.0,3.2875,1,111300.0,86623.04951153835,24676.950488461647,24676.950488461647
-118.2,34.04,44.0,1399.0,386.0,1419.0,373.0,1.8224,0,143800.0,133574.5475876173,10225.4524123827,10225.4524123827
-117.94,34.15,33.0,859.0,144.0,421.0,138.0,4.4821,1,220100.0,217783.9047767768,2316.0952232232084,2316.0952232232084
-118.22,33.89,37.0,797.0,190.0,485.0,166.0,2.7434,0,95200.0,180365.47298385864,85165.47298385864,-85165.47298385864
-121.26,38.13,38.0,1419.0,411.0,1226.0,397.0,2.2188,1,68800.0,115967.8718154058,47167.8718154058,-47167.8718154058
-118.24,33.93,37.0,1027.0,258.0,824.0,248.0,1.5132,0,86300.0,125387.86263914725,39087.86263914725,-39087.86263914725
-117.09,32.73,26.0,3114.0,686.0,1948.0,660.0,2.8942,4,124100.0,184380.58464733182,60280.58464733182,-60280.58464733182
-119.29,34.4,22.0,3891.0,657.0,1727.0,581.0,4.2656,4,241400.0,248291.15492472873,6891.154924728733,-6891.154924728733
-118.43,34.19,27.0,3440.0,739.0,1827.0,712.0,4.125,0,245500.0,246428.15285757103,928.1528575710254,-928.1528575710254
-118.22,33.99,4.0,1849.0,577.0,1529.0,418.0,2.7708,0,186300.0,152113.811906406,34186.18809359401,34186.18809359401
-122.47,37.69,35.0,1720.0,421.0,1452.0,425.0,3.5909,4,256100.0,224843.5695350138,31256.430464986188,31256.430464986188
-118.42,34.02,34.0,2995.0,942.0,2626.0,947.0,2.2402,0,450000.0,198473.86916370562,251526.13083629438,251526.13083629438
-120.02,36.95,25.0,2115.0,482.0,1976.0,474.0,1.8431,1,53900.0,51943.14988661284,1956.8501133871614,1956.8501133871614
-118.18,34.19,48.0,1371.0,463.52670042282193,528.0,155.0,15.0001,0,500001.0,713601.3985604938,213600.39856049384,-213600.39856049384
-118.23,33.95,42.0,705.0,173.0,739.0,140.0,0.9166,0,99000.0,91839.1792461092,7160.820753890803,7160.820753890803
-118.13,34.16,52.0,1596.0,314.0,1024.0,292.0,3.6719,0,227900.0,210871.62315200406,17028.37684799594,17028.37684799594
-117.11,32.97,9.0,1531.0,242.0,850.0,240.0,6.0862,0,263600.0,263578.0092141521,21.99078584788367,21.99078584788367
-119.69,36.73,30.0,2437.0,349.0,1005.0,380.0,7.2211,1,171700.0,292384.784802083,120684.78480208298,-120684.78480208298
-118.35,34.04,36.0,1956.0,601.0,1672.0,546.0,1.8685,0,150700.0,159650.31822364242,8950.318223642418,-8950.318223642418
-117.47,34.07,24.0,1017.0,227.0,568.0,187.0,1.5972,1,112500.0,80011.23341374796,32488.766586252037,32488.766586252037
-121.81,37.3,14.0,1870.0,348.0,1214.0,347.0,4.9769,0,186500.0,240553.50514800078,54053.50514800078,-54053.50514800078
-121.97,37.28,27.0,2427.0,403.0,1301.0,438.0,5.0385,0,277300.0,269135.37523116404,8164.624768835958,8164.624768835958
-122.46,37.72,49.0,1207.0,255.0,658.0,220.0,4.0859,4,228600.0,265124.615047052,36524.61504705198,-36524.61504705198
-117.95,33.77,38.0,989.0,246.0,691.0,204.0,3.2632,0,180900.0,195002.88128805388,14102.881288053875,-14102.881288053875
-118.47,34.05,22.0,5215.0,1193.0,2048.0,1121.0,4.7009,0,500001.0,340878.006684993,159122.993315007,159122.993315007
-122.29,37.87,52.0,2225.0,460.0,1145.0,430.0,2.6165,3,150000.0,204880.13674256013,54880.136742560135,-54880.136742560135
-118.36,33.92,46.0,1231.0,231.0,793.0,256.0,4.1023,0,226800.0,242634.39833532466,15834.398335324659,-15834.398335324659
-118.16,34.14,41.0,3039.0,482.0,973.0,446.0,7.4817,0,500001.0,379285.5453486799,120715.45465132012,120715.45465132012
-117.86,33.73,23.0,407.0,108.0,647.0,96.0,3.775,0,177400.0,176951.56752199322,448.43247800678364,448.43247800678364
-118.2,34.11,46.0,3659.0,1068.0,4153.0,993.0,2.5211,0,162900.0,144370.37535788378,18529.62464211622,18529.62464211622
-118.33,34.04,48.0,2437.0,443.0,1400.0,426.0,2.628,0,251100.0,176775.33639544935,74324.66360455065,74324.66360455065
-118.13,34.2,46.0,2676.0,427.0,1022.0,395.0,6.4288,1,295500.0,327211.5558245973,31711.555824597308,-31711.555824597308
-120.45,34.95,32.0,1574.0,447.0,1772.0,463.0,1.8625,0,90200.0,173460.65298494094,83260.65298494094,-83260.65298494094
-122.44,37.78,52.0,2747.0,736.0,1309.0,653.0,2.943,3,341700.0,273978.9623933917,67721.0376066083,67721.0376066083
-118.14,33.8,43.0,2506.0,531.0,1230.0,543.0,3.4211,4,203900.0,236538.77948205374,32638.77948205374,-32638.77948205374
-116.05,33.33,17.0,290.0,94.0,135.0,57.0,1.7292,1,81300.0,50546.04635866062,30753.95364133938,30753.95364133938
-117.83,33.79,25.0,2070.0,513.0,1078.0,460.0,2.9312,0,220100.0,188751.71252087448,31348.287479125516,31348.287479125516
-121.33,37.96,42.0,1619.0,340.0,906.0,339.0,2.5488,1,80300.0,142293.3004010837,61993.30040108369,-61993.30040108369
-118.17,33.85,39.0,2247.0,526.0,1670.0,525.0,3.07,0,173000.0,195600.81991917198,22600.819919171976,-22600.819919171976
-118.42,34.0,33.0,1139.0,299.0,734.0,257.0,3.2708,0,325000.0,208041.07885987192,116958.92114012808,116958.92114012808
-117.8,33.76,27.0,2655.0,345.0,1017.0,335.0,6.9014,0,366800.0,312957.08281067293,53842.91718932707,53842.91718932707
-115.85,34.2,34.0,3868.0,1257.0,890.0,423.0,1.3571,1,41000.0,132182.6720775343,91182.67207753431,-91182.67207753431
-122.02,37.92,26.0,5077.0,640.0,1872.0,636.0,7.4713,3,351200.0,330181.7818745045,21018.218125495478,21018.218125495478
-117.06,32.57,17.0,2252.0,378.0,1776.0,365.0,4.6364,4,141100.0,199618.87234202033,58518.87234202033,-58518.87234202033
-122.45,37.78,43.0,1452.0,397.0,897.0,393.0,4.1319,3,322700.0,278168.4264549859,44531.57354501408,44531.57354501408
-120.0,38.52,16.0,3045.0,543.0,202.0,102.0,3.15,1,140600.0,88694.0997299232,51905.9002700768,51905.9002700768
-117.33,34.04,18.0,1837.0,388.0,727.0,336.0,2.5187,1,116700.0,124530.04327711668,7830.043277116682,-7830.043277116682
-121.4,36.86,36.0,1256.0,270.0,910.0,255.0,1.9405,1,145400.0,145994.18429876392,594.1842987639247,-594.1842987639247
-117.4,34.07,28.0,2879.0,659.0,1661.0,554.0,2.066,1,88100.0,115630.56831713501,27530.56831713501,-27530.56831713501
-121.23,38.11,48.0,561.0,81.0,240.0,69.0,3.6312,1,202800.0,169817.6767583448,32982.32324165519,32982.32324165519
-117.0,32.8,33.0,1816.0,325.0,768.0,316.0,4.5662,0,150300.0,250157.22317224173,99857.22317224173,-99857.22317224173
-119.69,36.81,13.0,1524.0,366.0,994.0,370.0,2.5446,1,93800.0,92578.88567538963,1221.1143246103748,1221.1143246103748
-122.21,40.18,30.0,744.0,156.0,410.0,165.0,2.1898,1,63200.0,53382.870004885015,9817.129995114985,9817.129995114985
-118.12,33.84,37.0,2143.0,382.0,1047.0,377.0,4.4423,0,216000.0,247662.0501017194,31662.05010171939,-31662.05010171939
-121.31,38.57,9.0,2748.0,521.0,1663.0,565.0,3.5192,1,113300.0,110835.18345280206,2464.8165471979446,2464.8165471979446
-117.86,33.71,36.0,191.0,42.0,208.0,37.0,3.375,0,157500.0,186812.55683076696,29312.55683076696,-29312.55683076696
-117.92,33.68,28.0,3397.0,597.0,1397.0,560.0,4.8125,0,244600.0,264329.35055334616,19729.350553346158,-19729.350553346158
-122.17,37.87,38.0,1261.0,177.0,472.0,183.0,6.917,3,438000.0,344991.48846810556,93008.51153189444,93008.51153189444
-121.18,39.25,9.0,3415.0,562.0,1208.0,479.0,4.3646,1,185900.0,126016.15562602504,59883.844373974964,59883.844373974964
-118.22,34.07,36.0,839.0,250.0,1079.0,245.0,1.7463,0,158300.0,114805.30796503773,43494.69203496227,43494.69203496227
-118.4,34.05,34.0,2113.0,459.0,859.0,432.0,3.6953,0,500001.0,243370.51065690897,256630.48934309103,256630.48934309103
-121.62,41.78,40.0,3272.0,663.0,1467.0,553.0,1.7885,1,43500.0,-21855.555992258887,65355.55599225889,65355.55599225889
-118.3,33.99,47.0,2637.0,588.0,1903.0,521.0,1.8317,0,96500.0,144927.10112091975,48427.101120919746,-48427.101120919746
-122.16,37.74,44.0,1097.0,239.0,609.0,215.0,2.0227,3,103100.0,162823.24508298037,59723.24508298037,-59723.24508298037
-117.62,34.11,31.0,2561.0,414.0,1204.0,435.0,4.4637,1,192800.0,205525.1077548722,12725.10775487221,-12725.10775487221
-119.7,34.4,25.0,1858.0,493.0,865.0,460.0,3.0938,4,312500.0,257996.79965502606,54503.20034497394,54503.20034497394
-118.08,33.96,34.0,1431.0,310.0,1162.0,288.0,4.369,0,165400.0,219603.35837325515,54203.35837325515,-54203.35837325515
-118.11,34.17,46.0,2837.0,592.0,1453.0,549.0,3.1115,1,234600.0,204842.39227910113,29757.60772089887,29757.60772089887
-118.04,33.95,36.0,2722.0,515.0,1390.0,486.0,3.8214,0,178500.0,216929.22135835647,38429.22135835647,-38429.22135835647
-118.11,34.1,20.0,3090.0,802.0,2109.0,738.0,3.3801,0,192500.0,200217.7180890681,7717.718089068105,-7717.718089068105
-121.99,38.27,16.0,4138.0,758.0,1762.0,723.0,3.1979,1,137500.0,172062.06985794785,34562.06985794785,-34562.06985794785
-119.23,35.74,16.0,2275.0,659.0,1914.0,614.0,2.033,1,68400.0,107367.69504105355,38967.69504105355,-38967.69504105355
-121.62,36.43,20.0,1335.0,290.0,717.0,243.0,4.7891,0,230600.0,283549.06745804433,52949.06745804433,-52949.06745804433
-118.14,34.71,32.0,1164.0,248.0,588.0,270.0,1.1917,1,86900.0,80727.10526166715,6172.894738332849,6172.894738332849
-118.02,34.09,32.0,1747.0,399.0,1199.0,402.0,3.4286,1,191800.0,187744.48239904823,4055.5176009517745,4055.5176009517745
-119.83,36.78,30.0,3162.0,640.0,1660.0,639.0,2.8359,1,80300.0,138309.65654235304,58009.65654235304,-58009.65654235304
-118.28,33.96,39.0,882.0,221.0,697.0,189.0,1.8472,0,99100.0,139749.61247980926,40649.612479809264,-40649.612479809264
-122.08,37.31,17.0,2560.0,396.0,959.0,400.0,7.8528,0,368900.0,388889.9595048565,19989.959504856495,-19989.959504856495
-118.13,33.87,20.0,3638.0,868.0,2326.0,822.0,3.3304,0,194600.0,206958.7814178401,12358.781417840102,-12358.781417840102
-118.08,33.89,41.0,834.0,166.0,603.0,179.0,3.7321,0,167500.0,210314.01272481412,42814.01272481412,-42814.01272481412
-118.23,34.21,29.0,2584.0,608.0,1217.0,568.0,3.3287,0,273400.0,218212.06655997463,55187.93344002537,55187.93344002537
-121.27,38.13,39.0,2614.0,634.0,1862.0,654.0,1.9238,1,70700.0,111735.5906792883,41035.5906792883,-41035.5906792883
-122.28,38.29,23.0,1398.0,388.0,1112.0,406.0,2.2366,3,140200.0,138736.54491640106,1463.4550835989357,1463.4550835989357
-116.97,32.76,26.0,2460.0,313.0,838.0,299.0,5.9878,0,270700.0,285461.300378966,14761.300378966029,-14761.300378966029
-121.82,39.73,33.0,2242.0,517.0,1160.0,449.0,1.7426,1,60300.0,60705.07448350909,405.07448350908817,-405.07448350908817
-118.13,34.21,36.0,1449.0,235.0,621.0,210.0,6.1824,1,274100.0,298003.4777934711,23903.477793471073,-23903.477793471073
-118.03,34.06,24.0,2343.0,834.0,3537.0,824.0,2.1094,0,135200.0,97767.01644373688,37432.98355626312,37432.98355626312
-122.27,37.83,48.0,1798.0,432.0,987.0,374.0,1.0972,3,104500.0,143875.77457276947,39375.77457276947,-39375.77457276947
-121.99,37.97,22.0,2823.0,509.0,1271.0,474.0,5.1333,1,207200.0,255047.34511142306,47847.345111423056,-47847.345111423056
-118.08,33.88,27.0,3065.0,736.0,1840.0,719.0,3.6417,0,208100.0,229421.41735153686,21321.41735153686,-21321.41735153686
-118.61,34.24,17.0,5406.0,895.0,2337.0,882.0,6.0137,0,375900.0,303141.83978012274,72758.16021987726,72758.16021987726
-122.29,37.83,52.0,1121.0,211.0,554.0,187.0,3.3929,3,75700.0,225641.932076541,149941.932076541,-149941.932076541
-118.05,33.81,26.0,2523.0,437.0,1377.0,450.0,5.2542,0,234600.0,259142.02660715248,24542.026607152482,-24542.026607152482
-119.29,36.34,35.0,1235.0,369.0,1246.0,341.0,1.474,1,71000.0,64755.400547542115,6244.5994524578855,6244.5994524578855
-117.76,34.05,36.0,2910.0,819.0,3055.0,782.0,1.9029,1,98000.0,103613.66388670982,5613.663886709823,-5613.663886709823
-119.23,35.77,36.0,3225.0,635.0,2034.0,593.0,2.4044,1,72500.0,119095.59279104207,46595.59279104207,-46595.59279104207
-122.65,38.99,16.0,4279.0,951.0,1596.0,666.0,1.8571,1,75900.0,146372.95152729587,70472.95152729587,-70472.95152729587
-117.25,32.74,36.0,1240.0,310.0,577.0,319.0,2.6625,4,248200.0,203173.92454179344,45026.07545820656,45026.07545820656
-122.18,37.73,43.0,1391.0,293.0,855.0,285.0,2.5192,3,76400.0,180630.93321415642,104230.93321415642,-104230.93321415642
-121.31,38.03,18.0,4893.0,1008.0,3036.0,997.0,2.5212,1,110000.0,112473.31216851904,2473.3121685190417,-2473.3121685190417
-122.07,37.44,21.0,4599.0,986.0,2756.0,943.0,2.9817,3,225000.0,201248.00242660515,23751.997573394852,23751.997573394852
-120.23,37.96,52.0,1230.0,262.0,609.0,243.0,2.0057,1,68200.0,86277.27336673661,18077.273366736612,-18077.273366736612
-117.77,34.11,28.0,1998.0,414.0,1124.0,389.0,3.75,1,180900.0,187045.32080789702,6145.32080789702,-6145.32080789702
-122.27,38.32,31.0,1267.0,319.0,545.0,297.0,1.9946,3,206800.0,147936.8140277156,58863.18597228441,58863.18597228441
-118.19,33.93,40.0,1334.0,276.0,1226.0,278.0,3.4712,0,144300.0,187075.39775002084,42775.39775002084,-42775.39775002084
-118.22,34.22,39.0,2686.0,417.0,1094.0,402.0,7.0059,0,500001.0,341307.3966890399,158693.6033109601,158693.6033109601
-118.49,34.24,35.0,2707.0,446.0,1224.0,445.0,5.2939,0,244200.0,277814.378468813,33614.378468813025,-33614.378468813025
-121.79,38.67,17.0,2875.0,810.0,1876.0,749.0,1.951,1,152500.0,118333.22272557615,34166.77727442385,34166.77727442385
-117.31,34.04,5.0,2785.0,577.0,1310.0,536.0,3.39,1,149500.0,147404.34732048708,2095.6526795129175,2095.6526795129175
-121.33,38.65,24.0,3533.0,741.0,1496.0,723.0,2.8106,1,183200.0,141497.95533502643,41702.04466497357,41702.04466497357
-118.25,33.93,42.0,819.0,233.0,899.0,228.0,1.1346,0,85400.0,109152.26695217805,23752.266952178048,-23752.266952178048
-122.1,39.47,43.0,1320.0,215.0,512.0,197.0,2.4917,1,77100.0,103895.22982595347,26795.229825953473,-26795.229825953473
-117.12,32.75,20.0,1406.0,413.0,850.0,412.0,2.3261,4,114600.0,172722.86352414062,58122.863524140615,-58122.863524140615
-118.14,34.11,52.0,3367.0,545.0,1427.0,535.0,5.2292,0,444500.0,288273.0560710823,156226.9439289177,156226.9439289177
-117.92,33.8,17.0,1317.0,256.0,679.0,272.0,4.6696,0,159500.0,230259.82070767507,70759.82070767507,-70759.82070767507
-118.29,33.91,41.0,2475.0,532.0,1416.0,470.0,3.8372,0,156400.0,238478.1216116424,82078.12161164239,-82078.12161164239
-117.37,33.2,19.0,928.0,317.0,845.0,319.0,1.6318,4,187500.0,118834.3905065894,68665.6094934106,68665.6094934106
-117.26,32.96,36.0,1721.0,264.0,710.0,282.0,10.1768,4,500001.0,479508.98651416216,20492.013485837844,20492.013485837844
-122.23,38.06,52.0,1350.0,266.0,490.0,257.0,3.125,3,171100.0,217252.7501521053,46152.75015210529,-46152.75015210529
-117.1,32.64,29.0,1578.0,460.0,1236.0,461.0,2.5658,4,134700.0,185079.24654693302,50379.24654693302,-50379.24654693302
-119.54,36.61,20.0,1490.0,318.0,1474.0,326.0,1.4937,1,54700.0,23314.901218336367,31385.098781663633,31385.098781663633
-118.12,34.11,52.0,2787.0,353.0,1057.0,364.0,10.2317,0,500001.0,476334.3304327404,23666.66956725961,23666.66956725961
-122.32,40.71,18.0,2879.0,578.0,1399.0,586.0,2.4036,1,105400.0,50860.068431535095,54539.931568464905,54539.931568464905
-120.97,38.65,9.0,3707.0,602.0,1601.0,555.0,4.0714,1,300600.0,118052.78747677023,182547.21252322977,182547.21252322977
-121.39,38.55,25.0,2171.0,431.0,1053.0,422.0,3.5278,1,126200.0,147305.98719695894,21105.987196958944,-21105.987196958944
-115.32,32.82,34.0,591.0,139.0,327.0,89.0,3.6528,1,100000.0,134931.6447078773,34931.644707877305,-34931.644707877305
-118.34,34.18,45.0,1328.0,290.0,720.0,289.0,3.875,0,226900.0,234980.32956657844,8080.329566578439,-8080.329566578439
-122.02,37.35,17.0,2975.0,608.0,1465.0,577.0,5.8779,0,362200.0,318925.74841345823,43274.251586541766,43274.251586541766
-117.13,32.93,16.0,2918.0,444.0,1697.0,444.0,5.3062,0,195500.0,226769.98374029328,31269.983740293275,-31269.983740293275
-118.01,33.93,31.0,3395.0,742.0,1886.0,737.0,4.4118,0,174400.0,256107.68543259575,81707.68543259575,-81707.68543259575
-121.89,38.01,30.0,4114.0,743.0,1994.0,722.0,4.2227,1,134400.0,222174.2179430592,87774.2179430592,-87774.2179430592
-117.87,33.82,26.0,2435.0,346.0,1088.0,350.0,5.9397,0,249400.0,273379.7569456465,23979.756945646484,-23979.756945646484
-117.7,34.04,13.0,5301.0,1025.0,2870.0,984.0,3.5954,1,163000.0,171572.22146921838,8572.221469218377,-8572.221469218377
-118.98,35.38,34.0,1020.0,247.0,795.0,228.0,1.625,1,50800.0,95178.36604235847,44378.366042358466,-44378.366042358466
-115.88,32.93,15.0,208.0,49.0,51.0,20.0,4.0208,1,32500.0,147510.44872443876,115010.44872443876,-115010.44872443876
-122.07,37.4,16.0,3352.0,813.0,1440.0,729.0,3.7359,3,262500.0,269880.3148420322,7380.31484203221,-7380.31484203221
-118.03,34.16,36.0,1401.0,218.0,667.0,225.0,7.1615,1,484700.0,333019.4761422099,151680.5238577901,151680.5238577901
-117.82,33.81,25.0,2662.0,402.0,1247.0,401.0,5.4395,0,244000.0,251527.9051838354,7527.905183835392,-7527.905183835392
-118.22,33.98,34.0,2283.0,809.0,3032.0,832.0,2.4387,0,175000.0,157969.95670220884,17030.043297791155,17030.043297791155
-118.25,33.98,37.0,1503.0,392.0,1886.0,401.0,2.5637,0,125000.0,138009.09914456206,13009.09914456206,-13009.09914456206
-122.23,38.12,49.0,2715.0,435.0,1006.0,429.0,4.2308,3,145800.0,251735.49012611486,105935.49012611486,-105935.49012611486
-122.23,40.4,18.0,2102.0,377.0,1059.0,384.0,3.0556,1,95500.0,67185.45860689774,28314.541393102263,28314.541393102263
-118.38,34.07,21.0,3653.0,956.0,1510.0,890.0,3.5573,0,500001.0,281655.12476223905,218345.87523776095,218345.87523776095
-118.36,34.04,34.0,3239.0,806.0,2331.0,765.0,2.0538,0,125800.0,163415.30306516142,37615.303065161424,-37615.303065161424
-122.02,38.02,44.0,1465.0,247.0,817.0,237.0,4.8693,3,156900.0,249492.86798576632,92592.86798576632,-92592.86798576632
-119.17,34.31,21.0,259.0,38.0,142.0,45.0,5.2681,4,500001.0,279140.56247035257,220860.43752964743,220860.43752964743
-120.83,39.27,14.0,3338.0,608.0,1373.0,562.0,3.67,1,160100.0,94127.13987324564,65972.86012675436,65972.86012675436
